"employer_name","reviews_count","culture_count","salaries_count","benefits_count","employer_website","employer_headquarters","employer_founded","employer_industry","employer_revenue","url","geral","cultura_e_valores","diversidade_e_inclusao","qualidade_de_vida","alta_lideranca","remuneracao_e_beneficios","oportunidades_de_carreira","recomendam_para_outras_pessoas","perspectiva_positiva_da_empresa","segmento","nome","match_percent","ano","trimestre","categoria","tipo","cnpj","instituicao_financeira","indice","quantidade_de_reclamacoes_reguladas_procedentes","quantidade_de_reclamacoes_reguladas_outras","quantidade_de_reclamacoes_nao_reguladas","quantidade_total_de_reclamacoes","quantidade_total_de_clientes_ccs_e_scr","quantidade_de_clientes_ccs","quantidade_de_clientes_scr"
Bank Of Tokyo-Mitsubishi UFJ,"770","150","1100","228",http://www.bk.mufg.jp/global,"TÃ³quio, JapÃ£o","1919.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Bank-Of-Tokyo-Mitsubishi-UFJ-EI_IE240039.13,41.htm","3.6","3.6","3.5","3.4","3.3","3.6","3.3","65.0","43.0",S3,BANCO TOKYO-MITSUBISHI BM S.A.,"80",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2338666",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2347114",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2382755",,,,,,,,,
Banrisul,"1000","155","1700","127",http://www.banrisul.com.br,"Porto Alegre, Brasil",null,"/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",De US$Â 25 a US$Â 100 milhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banrisul-EI_IE678973.13,21.htm","4.2","3.6","3.8","3.7","3.4","4.1","3.3","84.0","59.0",S2,BANRISUL,"100",,,,,,,,,,,,,,
Caixa EconÃ´mica Federal,"4000","717","7300","857",http://www.caixa.gov.br,"BRASILIA, Brasil",null,"/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Desconhecida/nÃ£o se aplica,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Caixa-Econ%C3%B4mica-Federal-EI_IE41924.13,36.htm","4.4","3.8","4.2","3.7","3.5","4.3","3.9","86.0","72.0",S1,CAIXA ECONOMICA FEDERAL,"98",,,,,,,,,,,,,,
Citi,"31000","8900","52000","9900",http://www.citigroup.com,"New York, Estados Unidos","1812.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,https://www.glassdoor.com.br/citi,"3.9","3.8","4.1","3.5","3.5","3.8","3.9","76.0","68.0",S2,CITIBANK,"100",,,,,,,,,,,,,,
Credit Suisse,"11000","3400","22000","2900",http://www.credit-suisse.com,"Zurique, SuÃ­Ã§a","1856.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Credit-Suisse-EI_IE3141.13,26.htm","3.8","3.8","4.1","3.9","3.3","3.6","3.7","68.0","34.0",S2,CREDIT SUISSE,"100",,,,,,,,,,,,,,
Deutsche Bank,"12000","3200","21000","3100",https://careers.db.com/,"Frankfurt am Main, Alemanha","1870.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Deutsche-Bank-EI_IE3150.13,26.htm","3.9","3.8","4.0","3.8","3.5","3.6","3.7","78.0","70.0",S3,DEUTSCHE,"100",,,,,,,,,,,,,,
Goldman Sachs,"17000","4400","36000","4100",http://www.goldmansachs.com,"New York, Estados Unidos","1869.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Goldman-Sachs-EI_IE2800.13,26.htm","3.9","3.7","4.0","2.9","3.5","3.8","4.0","72.0","63.0",S3,GOLDMAN SACHS,"100",,,,,,,,,,,,,,
ING,"4500","1500","7600","1100",http://www.ing.com/en.htm,"AmsterdÃ£o, PaÃ­ses Baixos","1900.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",De US$Â 5 a US$Â 25 milhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-ING-EI_IE4264.13,16.htm","4.1","4.1","4.2","4.1","3.6","3.8","3.8","83.0","73.0",S3,ING,"100",,,,,,,,,,,,,,
Itau,"22000","7500","38000","7500",http://www.itau.com.br,"SÃ£o Paulo, Brasil","1903.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Ita%C3%BA-Unibanco-Ita%C3%BA-BBA-e-Rede-EI_IE10999.13,42.htm","4.5","4.3","4.4","3.9","4.0","4.6","4.2","91.0","82.0",S1,ITAU,"100",,,,,,,,,,,,,,
JPMorgan Chase & Co,"22000","8800","65000","9600",https://www.jpmorganchase.com/,"New York, Estados Unidos","1799.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-JPMorgan-Chase-and-Co-EI_IE5224839.13,34.htm","4.0","4.0","4.2","3.6","3.6","3.9","4.0","80.0","76.0",S3,JP MORGAN CHASE,"88",,,,,,,,,,,,,,
Merrill Lynch,"5600","1200","9900","1200",http://www.ml.com,"New York, Estados Unidos","1820.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Merrill-Lynch-EI_IE440.13,26.htm","3.8","3.6","3.9","3.5","3.5","3.8","3.8","66.0","61.0",S3,BOFA MERRILL LYNCH,"84",,,,,,,,,,,,,,
Morgan Stanley,"17000","4600","33000","4800",http://www.morganstanley.com,"New York, Estados Unidos","1935.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Morgan-Stanley-EI_IE2282.13,27.htm","4.0","4.0","4.1","3.6","3.7","3.7","3.9","81.0","76.0",S3,MORGAN STANLEY,"100",,,,,,,,,,,,,,
Santander,"17000","5900","29000","5100",http://www.santandercareers.com,"Madrid, Espanha","1856.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Santander-EI_IE828048.13,22.htm","3.9","3.7","4.0","3.4","3.4","4.0","3.8","75.0","65.0",S1,SANTANDER,"100",,,,,,,,,,,,,,
Sicredi,"2900","1300","4800","1100",http://www.sicredi.com.br,"Porto Alegre, Brasil","1903.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sicredi-EI_IE661772.13,20.htm","4.4","4.4","4.2","4.3","3.9","4.1","4.1","89.0","80.0",S3,SICREDI,"100",,,,,,,,,,,,,,
SociÃ©tÃ© GÃ©nÃ©rale,"11000","3400","16000","2800",http://www.societegenerale.com,"Paris, FranÃ§a","1864.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-EI_IE10350.13,29.htm","3.7","3.7","3.9","3.9","3.3","3.3","3.5","75.0","55.0",S3,SOCIETE GENERALE,"86",,,,,,,,,,,,,,
Votorantim,"608","177","1000","200",http://www.votorantim.com.br,"SÃ£o Paulo, Brasil","1918.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Desconhecida/nÃ£o se aplica,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm","4.1","4.2","4.2","3.8","3.7","3.3","3.8","85.0","79.0",S2,VOTORANTIM,"100",,,,,,,,,,,,,,
Apex Group,"432","271","561","74",http://www.apexgroup.com,"Hamilton, Bermuda","2003.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Apex-Group-EI_IE764729.13,23.htm","3.2","2.9","3.4","3.0","2.9","2.7","3.2","50.0","52.0",S3,APE POUPEX,"70",,,,,,,,,,,,,,
China Construction Bank,"871","194","720","240",http://www.ccb.com,"Pequim, China",null,"/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-China-Construction-Bank-EI_IE12617.13,36.htm","3.4","3.0","2.9","3.4","2.9","3.5","2.8","54.0","42.0",S3,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/,"77",,,,,,,,,,,,,,
J.P. Morgan,"859","322","1600","227",http://www.jpmorgan.com,"New York, Estados Unidos","1799.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-J-P-Morgan-EI_IE145.13,23.htm","4.1","4.0","4.2","3.5","3.7","3.9","4.0","82.0","77.0",S3,JP MORGAN CHASE,"75",,,,,,,,,,,,,,
Mercedes-Benz Mobility,"282","90","513","118",https://www.mercedes-benz-mobility.com/de/karriere/,"Estugarda, Alemanha","1990.0","/Explorar/melhores-serviÃ§os-bancÃ¡rios-e-de-crÃ©dito-empresas_II.9,40_IIND200048.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Mercedes-Benz-Mobility-EI_IE38563.13,35.htm","4.1","4.1","4.0","4.4","3.8","4.0","3.6","86.0","56.0",S3,MERCEDES-BENZ,"73",,,,,,,,,,,,,,
Sumitomo Mitsui Financial Group,"903","246","1300","290",http://www.smfg.co.jp,"TÃ³quio, JapÃ£o","1996.0","/Explorar/melhores-gestÃ£o-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm",Mais de US$Â 10 bilhÃµes,"https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sumitomo-Mitsui-Financial-Group-EI_IE256138.13,44.htm","3.4","3.3","3.2","3.4","3.1","3.3","3.1","56.0","54.0",S3,BANCO SUMITOMO MITSUI BRASIL S.A.,"65",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332886",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2335109",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2414044",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2446089",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2447120",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2447184",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2448310",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2448839",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2466552",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2475222",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2480577",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2483330",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2493000",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2511232",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2528151",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2541707",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2562412",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2565350",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2587492",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2588819",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2602922",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2606305",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2641032",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2641969",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2645093",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2647564",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2658435",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2663426",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2674113",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2678955",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2685483",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2698001",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2723075",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2738981",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2766672",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2786691",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2794761",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2801938",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2804469",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2814832",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2825208",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2827982",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2833202",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2843443",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2844024",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2846074",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2850075",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2853045",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2869663",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2876918",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2883398",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2885855",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2904125",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2904138",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2910387",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2910987",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2923389",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2924977",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2929977",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2931166",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2931668",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2934201",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2935307",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2961072",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2966385",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2992317",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2992446",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2996857",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"2999687",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000142",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3014007",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3014407",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3015152",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3033469",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3042597",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3046391",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3047549",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3055269",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3058464",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3065046",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3066193",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3071386",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3087263",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3102185",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3128973",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3139644",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3149086",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3165497",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3183937",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3190530",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3212823",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3215790",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3219207",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3222753",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3232959",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3234384",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3269540",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3282508",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3311443",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3320525",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3326437",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3329154",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3348165",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3356447",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3358914",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3373150",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3400651",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3412878",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3419786",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3422007",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3427097",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3428338",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3443143",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3453295",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3459850",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3461243",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3485130",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3497143",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3502131",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3519240",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3528402",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3532415",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3535065",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3566655",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3575699",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3584906",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3603683",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3606488",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3609817",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3612679",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3612764",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3618104",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3620772",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3632872",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3634220",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3635061",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3639902",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3645752",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3657230",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3661027",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3662047",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3674133",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3685335",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3730508",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3732359",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3750034",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3751794",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3793242",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3844699",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3848103",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3862898",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3881423",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3882245",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3918382",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3921543",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3930587",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3941182",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3965737",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3973743",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3973814",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3985375",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"3990888",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4013172",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4062902",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4079285",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4093627",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4120633",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4138455",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4146333",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4152107",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4158581",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4174720",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4179861",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4181542",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4215594",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4219215",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4223451",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4225119",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4230630",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4232022",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4237413",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4243780",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4247370",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4249235",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4257795",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4261151",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4273001",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4275302",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4281182",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4306351",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4307598",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4316357",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4317316",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4321309",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4332281",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4346379",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"4350225",,,,,,,,,
